2197966,1511060,924717,1059180,988702,1002118,1253209,1566060,1648290,1204592,945891,1270552,1116844,1265522,1152585,1342799,1355986,1076731,950046,867941,875078,937510,904910,1012778,0
1038602,708125,531015,636959,573342,544294,602599,661773,711509,617530,533223,708333,602441,691750,667411,715628,777507,653177,566213,513204,552501,543718,576860,602897,0
2843065,2713869,2476449,2541356,2530151,2555921,2489094,2578005,2471530,2629703,2497292,2816081,2900117,2607245,2884330,2694619,2523909,2887320,2999165,2874637,2904480,2493684,2520887,2492489,0
1602146,1287602,757219,756538,843327,884703,891632,926928,972270,1097764,824872,1131732,994626,1049078,860826,1060921,964585,1745998,2050740,1829635,1957825,920481,995909,769572,0
1096069,1146079,1087352,1130863,1115147,1224948,1098028,1082911,1122096,1089118,1040755,1083409,1084365,1178066,1076925,1131476,1055301,1137776,979680,1029139,1088806,969512,1016382,1012555,0
2458686,2439796,2460667,2462100,2500684,2454992,2474654,2470986,2422112,2455816,2431909,2472868,2470227,2445125,2364684,2405067,2403835,2400968,2384476,2431656,2372366,2371516,2530079,2469074,0
507415,520819,551643,590433,516873,528656,503511,517185,519317,500290,509817,529075,596455,565461,419855,460374,505061,497166,514267,498098,418767,410364,497603,499112,0
2402597,2550050,2440844,2471024,2482839,2512559,2482611,2617935,2433271,2388050,2503567,2496389,2457235,2493483,2473219,2486773,2534317,2435389,2436134,2496519,2481841,2630796,2507666,2462717,0
2995066,2867014,3034372,2936129,3053450,3017478,3061351,2965076,3031874,3043702,2993850,3009442,3023141,2907432,2948533,2954243,3119953,3004346,2861250,2958693,3102942,2920845,2976081,3011558,0
2657792,2811271,2724796,2685598,2731598,2729451,2772906,3084669,3263837,2944734,3099971,2787310,2956058,2766885,2739564,2751970,2804013,2844448,2751591,2754283,2763131,2673251,2742894,2709665,0
1579967,1769253,1789906,1629222,1598186,1653880,1672520,2133581,2240576,2144697,2469014,1964335,3080736,2422060,3097553,2198454,2214266,2468689,2390280,2355646,2320789,2803329,3023397,2776087,0
4440620,4303142,4320886,3586808,4732985,7106085,5287743,4855101,6379419,7844310,6045171,6350489,7333191,6669290,7885276,9181630,8569733,6924469,8525637,6118112,7227381,5929255,5331852,8153382,0
11296978,7899182,6838228,9182734,10008625,11147222,11667771,12664131,14976918,13935730,13487568,14464801,14848084,15340840,18019744,16990500,18884128,18515198,16846257,17025647,16537519,10681420,15532620,17252102,0
952735,906911,985382,921909,895067,864822,942721,1697109,1544079,1440334,1222069,1223683,1153528,1033035,1010231,996082,995278,930536,905523,910576,892192,897621,965405,891491,0
4374004,4340400,4422112,4326960,4325060,4388604,4572578,4726670,4627622,4656824,4645374,5218206,5431754,5154164,4387490,4161776,4348184,4000518,4036037,4043234,4086266,3914773,4174237,4185979,0
3094304,2987440,3013690,3008161,3129171,3085904,2924902,3063481,3100197,3283603,3176367,3012842,3152172,2967302,3042339,2961355,3091072,2992352,2842906,2980288,2998095,2929982,3278648,3287057,0
3669723,3923592,3940394,4049796,3832661,4030069,3803910,4139500,4164017,3972249,7068867,20958588,21885220,19276686,15663609,26932560,23115853,23146544,24677856,10943292,7354972,6898187,3913502,3832771,0
3026169,2992451,3192857,3725108,3558814,3367239,3234163,3060371,3142274,3416444,16720496,96089488,97942032,96528320,53187808,95304816,96699188,98479884,95312800,44681145,14138082,18827462,3715834,3422613,0
3012052,3100300,3229511,3226974,3142863,3330436,2998210,3150488,3143983,3553064,3125540,3190191,3340731,3455084,3405797,3383843,3559228,3494045,3338954,3460532,3778029,3470069,3710127,3376291,0
2690273,2675293,2790661,2839947,2778981,2965475,2403659,4538954,3346630,4915672,3369652,2712297,2716734,2299425,2271428,2743635,2998844,2647704,2477654,2567929,2966478,2697932,3048031,2529898,0
565148,556122,539815,686496,522982,549394,652290,710094,700785,637645,519852,535676,545417,612039,560938,591613,674264,621058,594841,1529495,746572,501327,735833,1182583,0
917296,897042,906881,1013493,879833,902471,1076607,1468438,1458835,1235024,918100,898276,945845,1039372,935038,991457,1136558,1098063,1092380,3102184,1370596,887963,1220569,2028075,0
2658632,2652478,2478135,2469766,2446261,2587383,2545279,2486628,2552134,2793087,2532821,2601605,2497775,2749090,2722292,2869132,2843302,3017177,2999581,3126863,2891015,2639714,2633806,2563918,0
1529118,1268789,810443,680020,704496,780756,803681,782333,917758,1373443,849570,1036097,835810,747520,750095,807389,814256,1819709,1900868,1747755,1125400,672759,635048,663571,0
2465835,2440191,2509680,2442972,2440302,2474753,2672774,2672299,2503683,2508237,2556868,2909357,2382238,2440633,2539119,2673848,2550331,2634500,2555701,2474938,2474026,2493849,2501971,2496698,0
1030795,1081994,1316372,1049774,1068658,1051485,1550249,1373040,1178869,1058518,1155525,1104131,1062836,1047167,1408522,1589634,1218039,1461277,1049943,959081,926069,985102,1059742,1042686,0
487017,502529,453338,459123,493579,519760,464246,486335,417848,407184,493201,511010,499136,470403,473863,444577,406936,468227,522347,489679,478369,451459,422593,433912,0
2382026,2543213,2428718,2444727,2518088,2520204,2407613,2510706,2449499,2488011,2487508,2390671,2419081,2415959,2433621,2519073,2523974,2434303,2431858,2521392,2457864,2466323,2489507,2435735,0
2940953,2822042,2988009,2814758,2882397,2891498,2961122,2904673,2914692,2889752,2959499,2914766,2829331,2862977,2882240,2950922,3012118,2989267,2872667,2982320,2947636,2934806,2883585,2898634,0
2605861,2662015,2612365,2539303,2642294,2645614,3167203,7173980,31540856,50687461,60420016,60752985,33902320,57230404,51652200,42224656,29600514,9548243,4614786,3318433,3305038,3248796,2913376,2945618,1
1833180,1990899,1929320,1771436,1649895,1807920,3291852,11554568,45506640,62557892,66753032,70790820,45234004,61821968,58564515,47575040,30755690,14499194,9136675,3323972,2895554,3093633,2481603,3358454,1
11649656,11311636,9419559,8993787,9710516,10487624,12112766,26998240,58392813,76038104,73010080,90173512,56625516,63039602,61006448,66018800,48851152,22810976,17299036,17286252,14068774,15334856,14415113,20327751,1
5833494,4377780,4554486,6217328,5185491,6402580,5342904,10148787,24721312,36191016,32901376,30210992,23327470,25602312,28181304,23194892,13243452,8379890,9892100,6394093,6303856,7048004,4559581,5510284,1
982829,915908,934649,836366,809735,826455,1067204,2443244,8321150,10120645,8576793,23974410,7944491,11484602,13548226,28605344,6850910,1346546,1000417,838412,798702,834067,802256,790630,1
4281506,4261106,4264540,4153284,4190226,4194147,4237765,7216058,22202684,29354728,39236876,38976158,20349320,45072464,55857520,56704976,50391514,38168598,33364839,16978107,11953876,10152681,8681552,7568001,1
3099114,2943521,2997087,2919892,2931138,2964800,3009928,5872776,32301964,22661299,25804616,29812264,19636760,24839563,21306487,40714701,17892592,4036265,3230182,2893780,2869056,2911373,4524019,3735780,1
3691530,3783416,3909822,3830382,3700987,3819303,3887300,8490100,30954610,42107248,48081490,42498496,30368848,44024344,45755768,46376344,28150580,8133773,4994046,4399320,4371166,4356733,4078476,4254997,1
3037085,3061119,2911374,2972708,2773214,2784249,3054570,9328891,32931067,48251357,48070900,35770012,33513938,32271936,28395602,28813384,22194618,8085954,3639747,3361943,3996814,3161023,3349226,3099908,1
2520449,2935567,2520367,2621174,2480707,2686758,3326015,17034194,41486000,52143672,68288120,56580896,38031136,53655968,54125160,49778680,26330108,7923610,3684835,2705161,2432574,2472811,3092280,4633632,1
3387362,3531337,3390843,3517969,3407860,3584753,3911424,11916969,32481616,49996061,56222232,60417568,31823192,56918664,53943220,46082048,27008756,6985005,4378670,3505514,3752822,3790438,4231255,5030421,1
2056172,1555425,1722663,2103798,2103749,1273614,1745239,6807260,22724030,49990607,34336258,55252156,47092384,36901367,39367916,55889992,20048943,7351722,2981334,2626221,3520053,1950521,2007051,2802358,1
1092830,907629,971556,1287777,1224924,666022,1014196,3661758,13887619,30699148,26443526,45143008,30227220,36470356,34007822,48902148,17614984,3787682,1381245,1284488,2286693,1283460,2592119,2199631,1
2891185,2863457,2557186,2538687,2408375,2563013,2884772,5027832,19583752,24422168,26635802,25511764,13310712,18349796,22193412,24975320,11583978,5718926,3206454,3660023,3464284,3258766,3759177,3255644,1
2382288,1258344,678508,625381,604317,710193,1246762,3163413,12203875,16870836,6815374,20249857,21524010,37417168,31898138,34831831,8444600,3091127,1949354,1458141,1947113,1717357,1248781,832562,1
1155326,1077859,1143267,1029718,1117804,1021416,1269154,2374539,9432209,11689651,9866872,7100614,6916871,13394228,8365838,8089681,6744958,1448822,1194878,1134071,1120273,1083667,1086675,1099785,1
2501114,2395320,2388450,2349914,2228482,2257071,2374148,2771407,7131445,10198604,12673548,9428982,4089226,8742986,7686478,7857623,4294517,2999249,2573698,2457097,2279739,2276814,2308959,2366088,1
2470093,2630655,2420075,2443086,2523018,2551088,2414315,3126274,20940776,24411934,30810620,21107601,11637656,15721418,25792583,16883796,11185307,4970664,3313260,2823097,2715381,2732779,2770159,3208238,1
497564,487343,524376,500842,427319,482081,471881,1071253,9576366,9336570,7067586,8244216,7602560,7761488,9392197,6117105,4515697,1990928,770481,785424,733862,729221,726458,736657,1
2940307,2895920,2927710,2869131,2974881,2934964,3294017,4307244,11905154,14332027,11819022,8434935,6254343,9270796,8251977,7172912,5541330,4153347,3086539,3027251,3210862,3245499,3279617,2925489,1
2823789,2996704,2978963,3075965,2883307,3040313,4831518,11786887,45598920,94680752,98948704,86226832,46787392,84439280,74717936,72671760,35109760,21125339,9006404,14995148,20659964,8588242,4046468,4722195,1
2391763,2782532,3082900,3137222,2521342,2980524,16728218,27816352,58931804,97084656,104472536,95077528,64679216,114404280,83406632,71890336,44831592,19769653,8428018,12583416,27327111,10844848,6864396,9760263,1
5581769,5429729,4873797,5244109,5365062,8035665,6018220,11223153,20089208,38956138,29143696,31293948,23375862,26334562,34415894,18133524,10558634,8742050,7963466,5980229,7205007,7213084,5879070,7321586,1
15363956,14574352,10661952,13324112,12796801,16239555,14013896,26415936,63573600,101745104,65612504,65272596,85772216,72504112,77519328,64072912,48185216,36316058,28062200,19670185,18754377,18436012,17407582,15931383,1
791114,802627,880086,810155,816287,817797,1101929,2938740,10035036,18431273,11363932,7910006,7683216,12429539,26837215,10014694,9543247,3010357,2539319,2474271,1895935,1898567,2166008,1945388,1
7193340,5733685,4398874,4276530,4227087,4366220,4371961,6553541,24579492,57996304,53178384,41787067,23206128,47535920,52338011,47853200,30158759,8709331,5695876,5064706,5638599,4641049,4541058,5739680,1
3031107,3098119,3109549,3159192,3365096,3014869,3713619,8208022,63395742,40253764,32300612,33901848,27619144,30271574,37654712,38505880,19678445,3497750,3111026,3016057,2991385,2938198,4351311,3397044,1
3066319,3104608,3768160,4277958,3380720,3705117,3378253,11935899,40784768,50344624,66577728,73168592,39905272,43246528,55333312,40911408,20886347,7641083,5084988,10044042,11822302,6016009,4588273,4166346,1
3872395,3852750,4109214,4494742,4043548,4290693,4231780,11050184,42894562,80448112,92831936,75783008,35378234,59086088,68469230,63993504,31820682,7641041,5871726,5832668,10047937,5936689,5060213,5750673,1
3655559,3908063,4041672,4302344,4090798,3859867,5099783,15079979,52619624,106747360,108941616,83988300,45126864,82536320,94868608,69464544,32722104,7797522,4618754,3699515,5735889,7595883,4668931,6517952,1
2821824,3392900,3235004,3786823,3176324,3552045,4616615,15868996,62397200,109805408,107511504,96284984,55422152,87183264,83312312,73693200,40107800,9092936,3862145,3044864,5702325,9189616,4452202,7714320,1
2181576,2713133,2251243,2436286,1910411,1725873,2025283,38120726,39487650,46635972,59567088,65411386,64879520,58776952,47881741,54736596,47927408,6352010,2864888,2042315,1961012,2828830,4000638,3623207,1
1030199,1391927,966614,1275566,1048571,926668,1133878,24290134,25743295,39211517,45691430,53805492,45637050,50784789,46434155,45065528,34816292,3714306,1289994,966394,949416,1600135,2297675,1835125,1
1532142,1335529,994421,818757,735252,833888,963623,3329759,14773705,19374747,21216212,20122714,11170152,12093326,12827655,13387310,6456235,3354711,3112937,1793094,2698727,2757809,1406823,1624057,1
2753777,2790530,2840241,2699400,2544659,2648655,2729219,5254634,26056639,41997400,82850254,51228404,21685787,42890974,47554384,38720066,18450208,4967140,5668463,3834948,4803021,4854426,3140338,4437605,1
1049968,1125184,1234413,1238983,1059885,1278263,1389224,2501639,9105748,13223762,10451019,9141448,9872536,27420732,13305316,11414066,7339317,1347571,1055249,1033444,1071956,1024970,2017382,1016329,1
2233329,2259882,2356698,2271301,2220898,2285701,2402837,3130299,8575594,19709426,10297002,10921798,6186904,22632380,14032224,9453895,5873433,2790469,2440745,2552747,2427529,2391482,4185806,2556069,1
2562782,2765773,2580714,2842785,2628079,2686522,2548200,5453548,18839580,24283900,24852665,36096871,21553907,36305550,36471301,39570447,21761801,6237434,2884301,2764482,3030723,2944170,2728000,3391889,1
639931,579872,555514,878099,522345,637943,517549,1665576,8928152,9009456,10481063,22933811,15688943,11609611,17677424,27044066,17262026,2616847,638700,558341,689023,697545,564620,619263,1
2971763,2916817,2981878,3177072,3536373,3021646,2971822,3603814,10626766,9745294,9291315,10530045,6003637,7322485,9444906,6807735,7106756,3420387,3460449,2969965,6095175,2960639,3007336,2988310,1
4787931,3687771,3951593,2268889,2103810,3882833,4659242,24817948,76259936,122232640,112720912,117605736,80615408,119044104,123737888,132394912,70043728,8543010,4546213,3416392,2914457,3330001,2280664,3253051,1
3008926,4502516,2956797,2714550,2747948,2917342,3340507,12760198,61170128,107474896,106088168,93227744,51461976,100059016,108933472,105620704,51385608,5822133,4337140,3616833,3170016,3243822,2848046,3081956,1
12642003,17409776,13357966,13793076,13466003,10678467,24891912,31877392,62664793,94161572,73239240,83912384,93093808,75331008,87525160,90246816,46678616,35009468,22562872,20983592,15437530,15528649,11685777,13617509,1
6379972,6565373,5783866,4744573,4143755,5042733,10123758,14273892,17807640,37931964,36574552,36269601,24124116,24371519,35774997,31516312,16706458,10229715,8593653,8177723,7376836,7636827,5226186,5427632,1
1934970,1786876,1950703,1710836,1678016,1747766,2121079,3320199,9949061,14948072,9787129,11143291,8404576,10683760,14712739,11005218,5591922,2478428,1484571,1104054,1135260,1098942,1656484,1098449,1
4504337,5110352,5228475,4446559,4467650,4616672,4790226,9399590,24003104,58833657,78964624,73638328,47565440,57014816,52418320,50343128,27860789,11721755,8725812,8170444,7961140,7450030,6895144,7059534,1
3267067,3105492,3219147,3325338,3334597,3016159,3682434,11974848,39757244,42138987,45124648,39947495,32567864,45781088,37975312,39038336,24134616,8686800,6971271,3024020,3050583,3023895,3732973,3343774,1
3905428,4182468,4096265,4331281,4708657,4661218,4469585,11515047,44320576,74312480,87735042,78201304,36035166,73086232,78883632,76551108,35364204,6902347,5211394,5786943,4668156,4323337,4380336,4745587,1
3209546,3285060,3359377,3559501,5175755,4305548,3695248,12167994,45592036,52568696,65906948,60755568,48437452,69765992,93423151,74038208,23029548,6156749,4198128,4722919,4008424,3797512,3795327,3124631,1
3018814,4088572,4081046,2877137,3242533,2980766,4990342,24527104,71707424,109099504,94078360,95244632,66066540,98819264,97006848,78169248,40559958,9918040,4541557,3480916,3711050,3568616,3504708,4026451,1
3866262,4440734,4266612,3702081,3944057,3887994,4878129,19978480,59528832,105258048,99523376,120781644,50579112,90549696,88463608,88787624,37027744,8693335,4748275,4144969,3941668,4075378,4088301,4246804,1
3296280,3667348,3348290,2828453,2435839,2628589,2374163,6006844,21524864,34198846,41803556,32014580,24964126,34046487,51324848,38150384,21355986,7580678,6324269,3605835,3124801,3167552,3083817,3287413,1
1796030,2047359,1868344,1423406,1139588,1364758,1219305,3256475,17504013,29309946,36874917,30683644,22632997,28426025,43265746,39377636,16500162,4419400,3563074,1929357,1721525,1402476,1514116,1523059,1
1609391,1459030,864215,704927,780897,782641,863676,3075143,14889498,20505436,16181194,10872613,11574208,14134994,13417904,12064551,8645709,4183697,3563977,2406245,1355140,789756,719059,776473,1
2970840,3111262,2703275,2691346,2726581,2668442,2752481,7238503,27547696,46897760,59892612,39273344,25591869,55786147,36576260,31627476,18251654,6643328,4767489,3555376,3133172,2784232,2814442,2912429,1
999980,1056438,1119920,966885,951267,1017391,1312685,1773602,7790097,7655811,7716346,10147366,7645902,7788630,10549891,5582205,6184438,2152419,1211686,1281181,1444790,1164735,1287844,993940,1
2389652,2382436,2402189,2374436,2327020,2221454,2298154,2644305,9734444,13874404,11176105,11033400,6985565,10022170,10480297,10054412,5810918,2748292,2499659,2481383,2523799,2484112,2504044,2582855,1
609626,571242,609693,1644915,573337,683651,582904,1034439,10577530,9943419,11234796,9935279,4982220,9127336,6117481,6684226,5959326,2099181,541870,605238,677619,552058,545806,665499,1
2645340,2814037,2798062,3180220,3006160,2696647,2652611,3370298,12036955,36838807,21623607,25755569,10593931,21969095,25982497,27515997,13423230,4526339,2724707,3087544,2792269,2583544,2618781,2930319,1
2979099,2992202,3040532,2991912,2976829,2979352,3074792,3926701,10640104,12804671,10216857,10494721,8228882,12143202,9340486,11465842,7641897,3220988,3156400,2904450,3301415,3122518,3032873,2907856,1
2327484,2840309,2458395,2336741,2142691,3393685,5003712,14549934,54345232,107030392,107836928,92651424,50464696,96242416,88362656,79333760,46647800,9715932,4316385,3857538,3806730,3433462,2549738,3054004,1
2801495,2970538,2980108,2868252,2742490,3004155,3537565,10361999,44270720,92850272,101000464,88688048,40301575,84634048,80721248,70619872,39431200,7270340,4425233,4207029,3889893,3037194,2840601,3111675,1
1464554,1982352,4102738,4706877,3903143,5166617,7274838,9927770,26308780,43733346,38394592,26745984,25257104,28941127,34653497,24109084,13304974,7113061,8837716,5492363,6461842,10341052,5615927,5740072,1
16957035,28908076,18927772,12073743,11078023,12043494,19175909,37988848,74209672,115021808,94634176,81345844,74587000,85333086,74286224,68939352,51320250,35275434,31367824,28595568,25751451,29983040,24786504,24195734,1
1053409,1088513,1114632,1043850,1052875,1049024,1208804,3448396,14408072,19465286,15057338,12420392,9454996,10316739,15930880,17261598,10891917,2309508,2699347,1078791,1610109,801574,796781,823446,1
7127184,7201665,6908202,7056396,4539273,4558102,4746500,8001791,25761512,48973781,57232164,48932700,33747078,47804832,61878408,44730044,26500812,7831573,4803784,4565775,4861327,4877610,5073168,5062854,1
3086865,3165458,3130558,3119393,3213306,3189474,3742795,7472542,44215715,40348328,37775176,43020428,25211357,35073352,47866824,31700414,18642168,3620521,3262661,3131016,3138377,3054839,3557890,3485582,1
4228816,4754090,4058082,4359553,4189608,4409752,4473422,9166053,37434040,77015592,72747376,61634852,44199707,65656072,55239360,57166968,48945746,8742564,4918890,4507987,4295291,4129771,3882994,4072262,1
3133118,3018049,3641805,3663900,3454349,3483109,3491671,10980217,43777707,55729888,44403700,47750252,35189779,36850564,37721298,44242200,53250560,7844853,3607811,3985901,3499336,3111508,3097902,2920740,1
3798324,4192110,3719691,6990777,3792582,3778648,4358076,14407152,47023479,83274656,93552248,84881728,43854373,72401072,72573488,67985472,31804052,8669405,4479561,3823565,4401724,3637245,3823673,4136457,1
3135583,3865106,2914442,11073288,2967396,2898029,3543311,17430422,60232502,83625976,89878176,87869792,54830006,82126000,78840096,68068720,33592904,8294672,3736740,3328217,3515561,2674686,2989621,4212273,1
3447807,4314331,2538960,2495829,2649293,2368212,2618135,8065519,23735592,39224016,38527616,34321900,23425124,38441900,38712676,32422192,18103423,7009314,2827234,2068861,1742000,1637331,1751160,1660681,1
1786296,2400182,1286637,1251120,1405176,1022771,1125698,5005774,19599932,34836840,30579278,28182800,16631669,32368487,36696080,28730344,14454277,3345322,1308393,982908,826409,787610,870289,831678,1
1912116,1302154,749413,691873,674302,977272,869440,4125134,14763131,17601208,16144020,12908492,11571400,13476858,10537956,11608621,6751358,2847694,1918059,2294611,1994339,916006,702846,681880,1
3241055,3040887,2780255,2743000,2709157,3069889,2909769,6010348,22330480,47082976,51358028,44600736,23796751,31913060,34480810,35464240,17354040,4844431,3847379,4677309,3849461,2888608,2767941,3379485,1
2336978,2334847,2348849,2390853,2378897,2423661,2485606,2720133,9540775,15648336,10608375,15737056,7816607,14827228,11311474,10373238,8124959,2897090,2913512,2555102,2514718,2501795,2508995,3112646,1
1066908,1026361,1055113,979035,1002547,953893,1050548,2301510,6668149,7216484,8690936,10415248,6897983,7675723,16901232,15572979,5152317,8761896,1325669,1361944,1264212,1253422,1425325,1312044,1
2580951,2960827,2563808,2650475,2578540,2657670,2666567,4293496,12503734,24127376,20102981,21323413,9193924,25013036,17188206,12273567,16014852,3199944,2808225,2695172,2575187,2640598,2644405,3772928,1
566235,565442,555427,570157,556156,569642,619727,2107767,4687330,8414025,8374679,9624696,8787508,8043225,6344191,6161380,5734266,1007840,499735,509550,493106,504791,520030,499748,1
3062014,2884880,2943342,3000790,2865955,2989472,2939910,4307837,15250006,8886971,12606376,11919726,9322583,12718975,9693509,8063102,5671439,3202513,3092867,3080453,2957993,3325974,3013135,2894336,1
2803401,2796632,2789955,2762538,2720349,2802708,2976479,3772755,16383420,24332668,31304194,28996459,17198760,23756396,26183792,18730820,9248198,4399539,4253281,3955744,4851666,3819193,3160822,2889989,1
2218215,3177733,2175059,2342947,2107129,2164545,2740681,3818909,21322795,34769603,35091424,37805408,25052616,31023410,35362036,27591740,11899292,4246632,3875341,3104297,4698328,4136573,2879168,2040976,1
15042481,13315723,12821505,12114484,15464908,18862764,20686412,38377457,64094527,87020652,62677000,83285943,86748208,70650912,66380128,59163712,40183736,25033472,25488286,19680812,17508368,14879872,14670940,13862980,1
6110730,6116800,3807364,4537437,6729495,6863777,10875489,7955677,14890268,28839976,24680618,27217364,19313040,22357872,24392487,16625669,12183680,9612553,6719582,5645525,6731824,5534090,6349446,6430507,1
831765,834615,839364,794485,840176,910176,1129726,2171736,5239183,16583809,18855364,16205873,11236822,16347155,13691514,13361084,8790103,6026710,2550922,2537519,2240082,1721477,866875,847103,1
5214742,5236842,5522139,5296777,5205769,5167662,5202085,6463682,15909926,29578680,35150504,33481936,23567424,36083916,26426465,23712938,13190164,6151139,5916854,4167714,3767724,3584032,3738703,3861164,1
3116605,3068782,3167841,3115605,3139376,3056914,3271003,5549383,19004561,19940796,19698598,23915658,19719513,18462163,22459580,18381211,15065719,3203262,3040711,3496678,7520560,3065927,3574035,3385839,1
2782326,2958488,2865039,3567449,3139629,3371770,3006844,5512990,29361686,30548172,36307056,34126264,30936454,29867724,37170840,31775326,24890444,5719299,6392922,14054067,3694547,3628154,3553159,3180185,1
3734699,4356689,4104350,4295904,3921977,4059044,3923810,6971614,27718934,39589576,46209064,37028528,26867712,33633325,29987784,26398688,14264124,5467726,6403988,6561053,4225798,3986289,3977357,4475078,1
2652607,4011012,2914399,3884132,3330900,2855593,3751790,9022617,30102701,41698272,55864072,44377472,30204416,39202056,38438232,30301352,17395898,7323313,3177446,2590999,2406498,3276748,2949866,2811622,1
3604028,4549958,3835830,4707899,3861281,3889296,3953165,7782174,24507810,34962192,42291568,42656240,22845289,38019239,43285397,32261684,14618188,6329021,3893537,3510630,3352429,3941990,3547855,3474087,1
780985,796954,831255,823376,792070,800858,756222,2107610,12350024,14201422,17557630,23890628,14104509,12017750,16407984,14863767,8976231,4361419,2354865,618022,733351,583579,647029,580429,1
1646426,1713889,1684688,1767639,1681609,1682693,1587688,4071567,18801473,23534294,26662909,25901214,20888858,18833146,24411844,21868495,14691612,8718894,4863325,1480979,1640339,1364181,1481861,1327597,1
2912068,3714776,2814683,3336192,2775948,2755355,3003255,4368489,9294248,17118913,19033736,18489423,8998842,10118088,12013644,13578276,8940344,4253507,3871799,3989752,3049481,2951623,2778757,2805486,1
1354465,1504530,773326,734402,718958,738232,1056085,1864565,6352184,6613816,4763537,4107261,2996079,3482500,4654032,5316595,4455134,2520534,2163753,2141489,1551590,881106,720875,685463,1
2585441,3089513,2568207,3061131,2620926,2644595,2563402,2591764,6819824,6902428,10469476,8210733,4163743,9550331,6743422,3751024,3367822,2567993,2553349,2521420,2522080,2541548,2509616,2495651,1
2076696,1516369,1351880,1363968,1293032,1317755,1334610,1873914,5729624,8183567,10008653,9028488,7663298,5414371,10791782,5101059,3985205,1127643,950208,1608280,993403,1034836,990337,1007742,1
2489131,3705890,2570756,3696844,2564911,2548509,2490687,3021173,7754353,12789614,17245013,12799534,6385907,9808591,9400826,10170770,5260223,3130346,2636402,2541689,2451797,2437357,2594049,2502751,1
482817,502498,480149,523637,505623,521760,480008,649287,3207506,2621686,6465225,5326999,2676486,3768657,4228518,2520418,1735762,673600,465493,422523,447776,392921,420452,411355,1
